InvoiceNo,ExtractedText
638,"[""os me igo a] ‘ee > “> * 7 ~ ogre sere eS: er Bio oemme ee “ang ag a ey abe d : ‘ a5 Sy : B 2 $: , ' arse ela ve et"", '= Br. a Ie ee ee . « — ; eS Pe) Je ow oe: a: a ee a pats f° sf i fo mete . 3 ¢ 2 +3 a an VEAL. 5', '= Br. a Ie ee ee . « — ; eS Pe) Je ow oe: a: a ee a pats f° sf i fo mete . 3 ¢ 2 +3 a an VEAL. 5', '5 Po eee aie et vie os SA an. +  S tu ioe , aaa Dy en on ’ ee a Reinet tes =o eceifGyrpaitiietn aey-- 2p Se ~~ aage ~', '5 Po eee aie et vie os SA an. +  S tu ioe , aaa Dy en on ’ ee a Reinet tes =o eceifGyrpaitiietn aey-- 2p Se ~~ aage ~', 'eerie a =>. , , 2 a“ L. "" . : , ‘ : es fm My ‘ “ . =] °F re 428 ae 5 i , es af ngs: ve Pe', 'i > ~ s > = na? te 7 i ’ - “ . hs : <2 Oe ne 3 » os . ay,', 'i > ~ s > = na? te 7 i ’ - “ . hs : <2 Oe ne 3 » os . ay,', ""i Vet Bs 2 #6 i at i 2 es , ays ' edad : ob edeed -ore.e eS : ee 5 2 dick ie ana a ~~ am ‘ 5° ~~ t - —~ Need “a ."", 'ne Pac, tage? at ae Pa: #5 4 pa : “ : 5 1p Wtimece ws ; cae : wT se', 'ne Pac, tage? at ae Pa: #5 4 pa : “ : 5 1p Wtimece ws ; cae : wT se', '\\ ¢ Se wae We Oy . ereee dk a a 3 ge he i a mae ; > 2 = : aaa baal Pte Se fick rae', 'Ati eae 2 +7 ™ - ’ ie : .! $5 ut ee pee 3 5 nie ms. . un x. EY srg cy sie : x Zs % = . - aes 2 “ 7 a x 2 ae e iy', '3 et Ss Se tans Ge Cart eu She ee : : . si uit sz ss he Pe — jae 2, gig bi-3 “5 Ee A . vay. 537% ; = a ie Ne :', '3 et Ss Se tans Ge Cart eu She ee : : . si uit sz ss he Pe — jae 2, gig bi-3 “5 Ee A . vay. 537% ; = a ie Ne :', 'abs & eM ¥ + x st ae ar rE a = * x: 7 <a 2 we . ee = ney ee ="". a , nga = W eecege ; = Stace ded ° - - AG :', 'x . Bae’ € — ™ 4 “ - a * ‘ . Pia jee ‘ a - ss ?.. 3 » , .2"". , / Pres 5', 'x . Bae’ € — ™ 4 “ - a * ‘ . Pia jee ‘ a - ss ?.. 3 » , .2"". , / Pres 5', '| ww cs 4 mT ng z : i os on : 5 : a . ‘ ial i iil ‘ me . Sater @ kc. a a s 4 ai ake J 1 Le . _ ve', '| ww cs 4 mT ng z : i os on : 5 : a . ‘ ial i iil ‘ me . Sater @ kc. a a s 4 ai ake J 1 Le . _ ve', '¢ ae ym ot ome eas pis — ee a el he eee en ; be eaaee th an - = hes na 4 a Ne as Ses eae ola ios : F es re i ee es', '4 Lae $A aR igen: a ae male? be | 7 Peeves CR ee"" ‘ae - So tl at a. 2 ee PERV KE J y <* ~~ . % 37 i? <a', 'ee cg ae r 4 itd git «3s oe sae TL 2 ees 4. Seas .e . x Woe, Sel es 7S wig at Eh xe oa & eueee. prt 84 : : ph Si', ', t . . . Pree 393. : : ° + cece. ; _ a ~ a ae ah, ee ae a : : -_', 'a Pith oe 8 <3 lee Sa nen an tae eer ee i Oe Tt ee Sess ates sd ee oy Seer ei et he', '“hy EtAy 5 ten. © ~ i > . , eYys £ at a =e. - : . h : & Ie a I a ae <j 4 se % : +4 oe a $3.45 = ’ t Mg tk? ad', ""4 a ; oer, - = 4 es “s ees Ses Tee ; +o Be ree 5) 7 ies > be - a' tae ee : je: 7 a son eS a ahs eames ’"", 'ee Recs: ) Co oa £8 <P ny 4 Lee Siro eee se ae', '; t ‘ OF Tt he Ph ON =) ue Se ee CR ee ‘ ovo he at ""eS ‘ Cae - Se ’ 3 ” * ’', 'r Pa ee : a >. * i aes: vy aa, 82 : iy = a Hho as, hae : Cen “s8 ae i 5 > , me Piva §', 'r Pa ee : a >. * i aes: vy aa, 82 : iy = a Hho as, hae : Cen “s8 ae i 5 > , me Piva §', '“> et pi ae te . an > : : at ee: og es 4; EK pe ""1 e sly : Sh ore Sia x i A ‘ ; * ,', 'ae eee + et ; * 3 ©, - 4 m a { en j = * r = seh “ - xf 5 “2% Be LS +"" ms _ 4 zit ’', 'rae ie 3 ost +2. +2: Be i 1 3 So ty ~/ as as 5 : : igo 5 #3 aes = ure > 2a eo Pie Te 5 . . ; ts i:', 'rae ie 3 ost +2. +2: Be i 1 3 So ty ~/ as as 5 : : igo 5 #3 aes = ure > 2a eo Pie Te 5 . . ; ts i:', 'rae ie 3 ost +2. +2: Be i 1 3 So ty ~/ as as 5 : : igo 5 #3 aes = ure > 2a eo Pie Te 5 . . ; ts i:', 'j tee ee wn Pater eas” ¢ ¥ afi, an * 7 oe Sweet tier i pts Aowk Paes - Wt ane 3 4. me # es', ""; ‘ oh ~~ Ti ¢ 4 ¢ ' ' - 4 : : Be ere a iS Pe = eae ia le 4 eed : er” ; j"", ""; ‘ oh ~~ Ti ¢ 4 ¢ ' ' - 4 : : Be ere a iS Pe = eae ia le 4 eed : er” ; j"", 'toe St one SF Me el Cue ie? eens we ; Se bb et 2 Sage Ry, ee ne "" ae Cae Ae Be “* ; : sR', 'i ».g ais 3 i: eo ee a eg piney ¥ “< : rer.) «PR SONS A ; dns A ag “ - at * : p 5 ss', 'i ».g ais 3 i: eo ee a eg piney ¥ “< : rer.) «PR SONS A ; dns A ag “ - at * : p 5 ss', ': ¥We-.) {ot . Metts 5 a ‘73 » anaes : tele : ‘g% o om “a SMe rca Sven oss 7 - ; = : s . . eo. bs', ': ¥We-.) {ot . Metts 5 a ‘73 » anaes : tele : ‘g% o om “a SMe rca Sven oss 7 - ; = : s . . eo. bs', ': ¥We-.) {ot . Metts 5 a ‘73 » anaes : tele : ‘g% o om “a SMe rca Sven oss 7 - ; = : s . . eo. bs', 'it} foaee te ‘ . 5 “ ¢ ge 4 >. . ¥ © % ss ; a 38 bs ies re : ne : Tea eo', 'it} foaee te ‘ . 5 “ ¢ ge 4 >. . ¥ © % ss ; a 38 bs ies re : ne : Tea eo', 'ae $ 3 Hare “ ies : “, ge 4 = “ey t ai va Bis ’ ries 7, - 4 ts', 'bE Ee ¥egee ~ . 7 . eon 3? : nats . io } Xs 3, ct a be “ pt : erg ie : a eae as ys oe . a j we. s ; +} se - 7 ‘ -+ ‘ Pe :', 'bE Ee ¥egee ~ . 7 . eon 3? : nats . io } Xs 3, ct a be “ pt : erg ie : a eae as ys oe . a j we. s ; +} se - 7 ‘ -+ ‘ Pe :', 'bE Ee ¥egee ~ . 7 . eon 3? : nats . io } Xs 3, ct a be “ pt : erg ie : a eae as ys oe . a j we. s ; +} se - 7 ‘ -+ ‘ Pe :', 'f.. = gies ~ ad st fe bs et _— 7 a - My i+ < pe oy a , - 5 c 5 . aut as. ch FID BR S44 c= a ee, ered. ene se “a } ; . wy J a Se a aa = 3 rs', 'f.. = gies ~ ad st fe bs et _— 7 a - My i+ < pe oy a , - 5 c 5 . aut as. ch FID BR S44 c= a ee, ered. ene se “a } ; . wy J a Se a aa = 3 rs', 'f.. = gies ~ ad st fe bs et _— 7 a - My i+ < pe oy a , - 5 c 5 . aut as. ch FID BR S44 c= a ee, ered. ene se “a } ; . wy J a Se a aa = 3 rs', 'f.. = gies ~ ad st fe bs et _— 7 a - My i+ < pe oy a , - 5 c 5 . aut as. ch FID BR S44 c= a ee, ered. ene se “a } ; . wy J a Se a aa = 3 rs', 've 7 , ’ } 4. es ; ‘ as ~~ Woe = 7 ee ° - ‘ ; ‘ < hoa . ee re tn =e wo?', '23 eee Stes Meat AEy Fay + ee 5 eae ; ieee =9he9 Sy ; ees - ee ee , ; eae ce ee ae eee 2 ; ww', '| ’ 3 m ""REC :* eb seat. 2 Adee aie “anne eae ae > ee ae pets ie ti -} be 5-79 #9 Med mie iy + «| getaa teas 99 ; SVS aes > ee', '| ’ 3 m ""REC :* eb seat. 2 Adee aie “anne eae ae > ee ae pets ie ti -} be 5-79 #9 Med mie iy + «| getaa teas 99 ; SVS aes > ee', '| ’ 3 m ""REC :* eb seat. 2 Adee aie “anne eae ae > ee ae pets ie ti -} be 5-79 #9 Med mie iy + «| getaa teas 99 ; SVS aes > ee', '| ’ 3 m ""REC :* eb seat. 2 Adee aie “anne eae ae > ee ae pets ie ti -} be 5-79 #9 Med mie iy + «| getaa teas 99 ; SVS aes > ee', ""“ =f eats 2 « 5 j Bors . . “*- OP 3 pa ee: Ee & ' ; ’ fee hos vee et Shay? er a a a * - 3 7 and “ Ss cs ."", ""“ =f eats 2 « 5 j Bors . . “*- OP 3 pa ee: Ee & ' ; ’ fee hos vee et Shay? er a a a * - 3 7 and “ Ss cs ."", ""“ =f eats 2 « 5 j Bors . . “*- OP 3 pa ee: Ee & ' ; ’ fee hos vee et Shay? er a a a * - 3 7 and “ Ss cs ."", ""4 - iz - eer 1g is iy . ! Fc a : , / (Re sr. = rote | ge - — = . . , 3 _ ao : a ' -""]"
639,"['1222046511 CROT 07-12-2018 CRNO 2391009147', '1222046511 CROT 07-12-2018 CRNO 2391009147', '| 0.00 GST 0.00']"
640,[]
641,"['LRNO 1022046406 crorT 08-12-2018 cRNo 2391009230', 'LRNO 1022046406 crorT 08-12-2018 cRNo 2391009230', 'From NSK Noa 9 BDate 20-11-2018', '0.00 GST 0.00']"
642,[]
643,"['rh. : 080 - 26702448, Cell : 9449822448.', 'Ph. : 080 - 22387009, Cell : 8884684532.', 'InvoiceNo.: £715 Branch Name: <7< Date. 2/2118', 'InvoiceNo.: £715 Branch Name: <7< Date. 2/2118', 'GSTIN: 2744 ECF 27 74S | 2p']"
644,[]
645,"['Near Br9a00 001. Ph. :044-26222156 0 | RABE gst: [OTe ee,']"
646,"['nz #83 5 Bes, & Re 5 rR & 3 za', 'cas ga 8 g S gs g2 5 woe > BB ED', 'ghefiee?. 2 ; Es: “38° 38 : = Z fies', 'ghefiee?. 2 ; Es: “38° 38 : = Z fies', '3 geese 58 5 g23 ss 56 Bie 7 S|', '3 geese 58 5 g23 ss 56 Bie 7 S|', '5 E32 8¢ as pao af Ss z= ae BBs :', 'eo: 23 38 g oS 38: q2 | gs &']"
647,"['3[_ GRN/005913/18-19 | CTRTRANSPORT | 900 | ~—*+| ~900~*4|~—a728', '4| GRN/oose03/18-19 | ___KESINENI | 1837, «| —s| CS 1837_ |', '4| GRN/oose03/18-19 | ___KESINENI | 1837, «| —s| CS 1837_ |', '5 | crn/oossae/is-i9 | ss TNCLS — | tats || S| 140 | 1076', '5 | crn/oossae/is-i9 | ss TNCLS — | tats || S| 140 | 1076', '7 { canjoosao0/1e-19 | KESINEN’ | 2160 |__| 2160__| 1120033 _|']"
648,"['New No. 36, PV. lyyer Street, ~ GSTIN: 33ABVPC1674Q122', ': Chenrai-600 001. Ph, :044-25222156 oo Paks 3 Pen OF hie | 61/2 Liz he', ': Chenrai-600 001. Ph, :044-25222156 oo Paks 3 Pen OF hie | 61/2 Liz he', '3 2 ee re ef 4/ Aco Go - |Aako “TOpey']"
649,"[""‘9's B 83 gees og gk Ras 3 |"", ""‘9's B 83 gees og gk Ras 3 |"", '| o 38 zy 2% B 35 = & ei z >', '| o 38 zy 2% B 35 = & ei z >', '; 5 gs. S a slags — et a3 3 Pi g& .', 'gas 43 24 Ete pp oe 3 sae', 'E38 7? ag 5 TeLeeey fe day? aes', 'AL: Bais 8s 3 Sz 8 Beeey apie £3 Z']"
650,"['° - OD iGiDin oO o (i 4', 'g x 8 |> misials ole 5 = f *', 'g x 8 |> misials ole 5 = f *', '3 es g 4 e a uy. 2 ee 7', '3 es g 4 e a uy. 2 ee 7', '3 es g 4 e a uy. 2 ee 7', ""0 a g 0 ee ' - +. ’ -\\ j"", 's\\oPrIS- 315 je eS Pi?F sis = bet', '4 R 3 os eigi2| Sis > & ‘', '4 R 3 os eigi2| Sis > & ‘', '4 R 3 os eigi2| Sis > & ‘', '"" “4 12) \\ ae git 3 . rh', 'i i2 3 ~|5 3% oe', 't Ip é 4&0 s ar a oO ‘']"
651,"['-— =ee id “% = => e : ile: ""ts hie 34> me. 2 sy ts 25 “te : ha ‘ $ “ . a ‘', 'ek r28 eee es es eee $e eee 3 SG esse TRU RE ass Se; a ee a o> Ea ae', 'oe, ee Cee, t tag oS Tie Shs ee aie we te “7 Se : et', 'oe, ee Cee, t tag oS Tie Shs ee aie we te “7 Se : et', '= Ra 7 Saft oe me oe nen > ad z - ey > =. : ¥ ££ wea if e __—s ce a # : iy A oe = TF eS va :', '= Ra 7 Saft oe me oe nen > ad z - ey > =. : ¥ ££ wea if e __—s ce a # : iy A oe = TF eS va :', 'j= . a ad > > sa et Shs — ‘ate eit- 5 ae 3° : ae. R tr ae = c', 'ee PF Be a - Beas aa = ae co Po : a <= pe sig : - tin > Se se ae. Pe a a bd 5', ""4 > eae > a ke Po<'t 2 : : iz os to << or Z 5"", ""4 > eae > a ke Po<'t 2 : : iz os to << or Z 5"", ""4 > eae > a ke Po<'t 2 : : iz os to << or Z 5"", ""4 > eae > a ke Po<'t 2 : : iz os to << or Z 5"", 'ee Be 4 pe ‘3 er, : ee ae : + an “Ses i =i Big Soe LS: 4 oer => PMs oa —', 'a. 4 ae et eg SEES ER gt Rae se ee Oe eee', 'Pe ir Ss = = wi a = eee oh Ss < o> : ca oe . - er ~ *. gute ope ae eae.', 'yee , = ae ~~ e “Se 2 ew ots ‘ F~ ~~. a ee \\ oe as bona £32 es aA Pal', '> + 2 é ~ . — = 4 - ee 7 ad * > « > = Ne -', '> + 2 é ~ . — = 4 - ee 7 ad * > « > = Ne -', '> + 2 é ~ . — = 4 - ee 7 ad * > « > = Ne -', 'po 7%, ae a 3 - eed ho oe : “2 ~ 5 =_ a ee = ~ =~ ae + = .', '. - sw =. = os site s 4 be oe et 2 yi is. . 5 ~ <> -— 3 . or one =. es.', '. - sw =. = os site s 4 be oe et 2 yi is. . 5 ~ <> -— 3 . or one =. es.', '. - sw =. = os site s 4 be oe et 2 yi is. . 5 ~ <> -— 3 . or one =. es.', 'og = - = We =r ; a eee Hm <3 i . = BR Tt}. 5 é 3%', '4} 4 a. Pe ay, 2 ee ee = Se ee at ph we “Se > et SO ae =', '; & SO ic Se gw v. a - Ls a4 “= a ea esi 4 a i ie = we 3 tees > et 2 = re 4', '; & SO ic Se gw v. a - Ls a4 “= a ea esi 4 a i ie = we 3 tees > et 2 = re 4', 'hah Se et - i ie ige a 5 aie 4 aed mie = HN ae if: Paes', '2 me, =e +a 32t- a) 7 r > ~ ee = : : Ses: - ~ ~ im - ‘ - a -', 'aan. i> — oe hae * + sae 5 a= cad a ality = ee ii, . nd _ — = a % =', '7 < * + ""LS iaetes - js = ~ ~— = ed << ie oe o 4 ie =aily Ci : = ets a Pes as s', '= $ = iS = s 2h Side: - : t at = po eae . et = = “< a a eee 8 Sense o ar f = 9 4 aa e :- *', 'SS ae ie es MS ak ain = Sree i+ pS oe aie v7 By ee eS ete} , =e es; ee SS oh 3', 'SS ae ie es MS ak ain = Sree i+ pS oe aie v7 By ee eS ete} , =e es; ee SS oh 3', 't 5 ee 2: 238 tle BESS ined i346 - See ag gee . panei Sa ato se 4 - eo See', 'Pt ae ; Pree oe Sieg ese 3 a PA ae = =3 Se ae a SCE eb sae ae = me ie eS', 'Se Re ts Fe ee ee > ee de =~ erat ge OOF 25 ae oe Bie ee oP Se', '‘ ‘ a cba BS ae = ~ 7 ie 2 geet: lie Ps 7 be nat aie es rie boas i =a =e a> ; aie “a', '‘ ‘ a cba BS ae = ~ 7 ie 2 geet: lie Ps 7 be nat aie es rie boas i =a =e a> ; aie “a', 'd 5 eee ee Oe 7 ee. ee a SOR Sa anes = 3 Pes eee See “ae', ': - a : : a3) i a ‘ re : —_* 3 tk se. 2"" . _ =', 'oS ees Sop > ae VF gc ee eee eee ee ke ee 7 aa s —< 4', 'oS ees Sop > ae VF gc ee eee eee ee ke ee 7 aa s —< 4', ', SS ee $053) eae S$ ae 2 k= ee See a ee! | eo', ', SS ee $053) eae S$ ae 2 k= ee See a ee! | eo', ': PN ch oat ; : i ee - es et - 2 i ae - ct lg a ee ee. <a» ve z a Sn >', 'etd f eg ase 3 Sp ee ee a ite 2h Se = Soe eet ee at oe ee a > r= : >? .', 'te =< - = 7 5 sie Ss 2 - ga ee i Ress aia: ee. a Se', 'a} & Ewes j PS REN eS SHIT iss"" <> et => Se Bs 525', ""e = E - = : a tess ~ Aes ~ : & 2h ton — ~ So oe oe : $< = eae os 9 Ps ee boar ™ 4 ' : ti. iti"", '3 ‘ E s : ay 4 : a. an oe Se ese ie? oa : = ae 53', '3 ‘ E s : ay 4 : a. an oe Se ese ie? oa : = ae 53', 'F 1 Toate 5"" ; es ee oe ie Se = See ee : eae TS Re he eee', 'F 1 Toate 5"" ; es ee oe ie Se = See ee : eae TS Re he eee', 'oa sa S bs = dt * = eae 4 ‘ soa . “aie ee tea | = o : ; 7', 'i. Me ke > hte -. %. 2 = aes ee roe sx =i a / - z - ©', 'iS * : a +4 Ss ale >, = ae , ~— : me . ase «<* a= 6 4 cee +5"" 5 TS P =. ae Pr. a', 'iS * : a +4 Ss ale >, = ae , ~— : me . ase «<* a= 6 4 cee +5"" 5 TS P =. ae Pr. a', 'ts +S BASH eae s eet ; +2 a. 5 : Ys 2g Sn', 'eae eS = PS SEE A eg” eg ST ee <S, 2 SSS hee', 'Pre atte a “5 . js es eee i ee : aS <2 fe i', 'ee See x r > >. 2S P< oeasas bE oN et ein oT ee ee', '. é ’ A hon ae ‘ = oe: : ‘ea ey os 2 etd Sam 0 i gat BE = Te', 'fi an Bat : = en as bs es . +7 eam — 2 ‘ge Se - -- ko ae : r * » <5 : :; ee Se,', 'fi an Bat : = en as bs es . +7 eam — 2 ‘ge Se - -- ko ae : r * » <5 : :; ee Se,', '<a ee oe 2 - ofS $ Fo 2. ee See, am = a es = 75', '= Bo , = 3 fe 4 ae gio oer og en, ee a. Sec ‘oy t a oe', '= Bo , = 3 fe 4 ae gio oer og en, ee a. Sec ‘oy t a oe', '¥ ij pm: . - si = fe . <2: r > = a t Zz = Zz 4 r ’ ca a, = - . F . 4 _ oe = es 2 . ~', '¥ ij pm: . - si = fe . <2: r > = a t Zz = Zz 4 r ’ ca a, = - . F . 4 _ oe = es 2 . ~', 'Re a a—<—V- ts In oo ‘ ses at se. . iis = ee. = eo a tS < * os a * 3 eo =. ><.', '=< Eee oe: <9 = x a > -—~ (> oy = JF ee sa ek. te oe Ss ae ae Ae ge 2S Paton 2e ta .', 'eae a te a ee = ee Pe Mae a Ns «3 * oo “<~ fet nore, ar PO os. eee Se', 'S ane 4 a4 a Si? ee Fu > pa ae Game en aa GES eer © Sipe ie +o *. e', '~~"" a ~ a 4 : a” 7 » ww of ns = . 4)!"" ats. * # F 4 7. =e 2 al — _ ~ B=', '~~"" a ~ a 4 : a” 7 » ww of ns = . 4)!"" ats. * # F 4 7. =e 2 al — _ ~ B=', ""; n>? : <a oti ' Se see ee 5 Lap en. ape eds ae ae Oe Bet epee ee wn sigs a Eee ee"", ': ae & - eat : ee ae 7; $ =. Pa x 2 7h #4 : : . os 55 pcs. es So ey Rat . sea% 2 a = 4 Z', ': ae & - eat : ee ae 7; $ =. Pa x 2 7h #4 : : . os 55 pcs. es So ey Rat . sea% 2 a = 4 Z', 'bie: + Sects aos. ee OF. oe ee > aa ao ee Shes ce ee ee oa, ene, a', 'ae eee get en Se ee > Sek Fe, a. |. a ey _ % SAT a aan Ts Sy ta eee Fe ee ae en = Ye']"
652,"['3 A, Survey No, : 329, Bachupally Road, Nizampet, Hyderabad - 500 090. Customer Care : 040 - 4475 7799 / 9676767676 |', '3 A, Survey No, : 329, Bachupally Road, Nizampet, Hyderabad - 500 090. Customer Care : 040 - 4475 7799 / 9676767676 |', '3 A, Survey No, : 329, Bachupally Road, Nizampet, Hyderabad - 500 090. Customer Care : 040 - 4475 7799 / 9676767676 |', '3 A, Survey No, : 329, Bachupally Road, Nizampet, Hyderabad - 500 090. Customer Care : 040 - 4475 7799 / 9676767676 |']"
653,[]
654,"['f SS eae Ro Nace eae ‘ Rete eee 9 a', '4 Pee SR 3 : eee Se $ i Bees', '* : 4 Smee < = Fe ® ae', '= Be inc? i407 gene 3 PORES <a : ese 4', ': Rene a >: Sea. Poss sy ; : . &', '’ - < ei ea SE ame 4 : Serangat Be', 'E af wee 3 a He ss - 3 e ee', 'cai fs a Mate: RRR A SE : E = . ie 33 os s 5.', '; foe we ; ; : = Be : o> : e 3', '© oe eee cide 7 ass ‘ : : x 4 Ys 4', 'E z 3 2 J s 3 : Rs : - F |', 'aioe Le eee Ses pea tif 5 os S - 4', 'eee Bec beste =o nee - : 5 3. y : £', 'Ben ER pie ateee Pcs oe = eRe a PSs 2 . :', 'aries foo epee. oo) SSeS Oe > i ot 3', 'Pet: 2° SS > . ‘', '< > ee < Lee', '5 zi SESE , © 4']"
655,[]
656,"[""( <2 eat Wi sgripevey No. 329, Bachupally Rodd, Nizampet, Hyderabad'-500 090. Customer Care : 040 - 4475 7799 4 9676767676: ("", ""( <2 eat Wi sgripevey No. 329, Bachupally Rodd, Nizampet, Hyderabad'-500 090. Customer Care : 040 - 4475 7799 4 9676767676: ("", ""( <2 eat Wi sgripevey No. 329, Bachupally Rodd, Nizampet, Hyderabad'-500 090. Customer Care : 040 - 4475 7799 4 9676767676: ("", 's is rg . . @ email : info@kesinenicargo.com PAN No : AADCK9309G . | |', '12 [Declared Value Fay 7 Reccenaa, rere ay skereten', '2 } vn i ; ""; H 4 4 ’ =', '4 es We % : 8 CO', ""™ ; - t ee = = : rae Se ea aie Uae ae 7 . * ‘ ; ~ : Shs wire '"", ""™ ; - t ee = = : rae Se ea aie Uae ae 7 . * ‘ ; ~ : Shs wire '""]"
657,[]
658,"['Ph. : 080 - 26702448, Cell : 9449822448.', 'Ph. : 080 - 22387009, Cell : 8884684532.', 'GSTIN: 3744 Bc A2774,5) 2y']"
659,[': =a a : 5 se see E es yee = a ae Re -']
660,"['Ph. : 080 - 26702448, Cell : 9449822448.', 'Ph. : 080 - 22387009, Cell : 8884684532.', 'InvoiceNo.: £737 BranchName: 27R Date. 2/278', 'InvoiceNo.: £737 BranchName: 27R Date. 2/278', 'GSTIN: 3906 © C427 745 1 AF']"
661,[]
662,"['Ph. : 080 - 26702448, Cell : 9449822448.', 'Ph. : 080 - 22387009, Cell : 8884684532.', 'InvoiceNo.: £74  BranchName: <7& Date... 215', '0443 Bhat (> P12 | Fright Charges oF']"
663,[]
664,"['Ph. : 080 - 26702448, Cell : 9449822448.', 'Ph. : 080 - 22387009, Cell : 8884684532.', 'Invoice No.: £799 Branch Name : <7 Date. 2/22', 'Invoice No.: £799 Branch Name : <7 Date. 2/22', 'Consigner Name &Address_ 0424 RO50- €1e¢7<K< —c7@', 'Consigner Name &Address_ 0424 RO50- €1e¢7<K< —c7@']"
665,[]
666,"['ection 31, read with Rule 46)', '4 g » #39/1, 1st Main Road, New Timber Yard Layout, 9', 'Mysore Road Cross,Bangalore-560 026. | 01424008', 'GSTIN: 29AAACH7166D12ZK CIN No:U32103KA1997PTC022667', 'State Code 37 State Code 37', '1 el ed Se', 'cme) penmnste etninndars mena iam “7 a% z', '1 / \\ 2% G-Lo A |O', '2. Interest @ 24% will be charged if not paid within 30 days from the ,']"
667,"[""Po No'Date :-PO'000275/18-19 07 May 2018 Grn Status: MOVED GRNNODate:GRN/002093/18-19 09/07/2018 PO-CATEGORY » GEN"", '1 40560110150 1023 -CSD] 95326KCS EDIGRMW O NOS 1.400.000 RL 1 S00 130.78 169 0S0.00 ono 30.479 UH 1.99 476.11', '1 40560110150 1023 -CSD] 95326KCS EDIGRMW O NOS 1.400.000 RL 1 S00 130.78 169 0S0.00 ono 30.479 UH 1.99 476.11', '1 40560110150 1023 -CSD] 95326KCS EDIGRMW O NOS 1.400.000 RL 1 S00 130.78 169 0S0.00 ono 30.479 UH 1.99 476.11', '1 40560110150 1023 -CSD] 95326KCS EDIGRMW O NOS 1.400.000 RL 1 S00 130.78 169 0S0.00 ono 30.479 UH 1.99 476.11', 'Total - 1.69,050 4) oo 30.429 00 199,479', 'Signature 09 Jul 2018 09/07/2018 15:28:12 09/07/2018 15:28:11 09/07/2018 10:47:42 09/07/2018 10:47:35']"
668,"['PANNo 0] AAOCS4633C 0000 | oo |', 'invoice Date : 94-Jul-2018 PO No. : QUI PSAPAIND 0 609 Date: 20-Jul-2018', '| | Tel: 08573-283636 Tel; 08573-283636', '|GSTINNo. : 37AAECA2774J1ZH PANNo.: AAECA2774J (GSTINNo. : 37AAECA2774J1ZH PANWNo.: AAECA27T?4J', '| State : Andhra Pradesh State Code: 37 State : Andhra Pradesh State Code: 37', '| | 1 | 2174 MF (76042990 / 6.192.930 KGS | 213.15, 1,320,023.00 9% 11880207 9% 11880207', '| | 1 | 2174 MF (76042990 / 6.192.930 KGS | 213.15, 1,320,023.00 9% 11880207 9% 11880207', '| | 1 | 2174 MF (76042990 / 6.192.930 KGS | 213.15, 1,320,023.00 9% 11880207 9% 11880207', '|INVOICE Amt : INR One Million Five Hundr 4 Seventy Seven fhe ete) Packing Charges | 9,289.00', '| PA ae Entay ed yy Se D 0 CGST @ 09% | 120,304.00 ,', 'ER 8 CONDIMGN OF SALE 1) 0 Vf"" Certified that the Particulars given above are true andcorrect', '| of the payment thereoff. The appropriate Courts at Bangalore, Kamataka Signature - _ 5 Pesce le>']"
669,"['Po No/Date :-PO/001488/18-19 0] Aug 2018 Grn Status: MOVED GRNNO, Date:GRN/002666/18-19 01/08/2018 PO-CATEGORY : GEN', 'I 44899000078 S} 7? . Sapa Profiles pv lt EDIGRMW Q KGS $,642.3) Ox) §,642.530 213.8 1,202,662.64 0.00 234,42) 42 14,37,084 06 i', 'I 44899000078 S} 7? . Sapa Profiles pv lt EDIGRMW Q KGS $,642.3) Ox) §,642.530 213.8 1,202,662.64 0.00 234,42) 42 14,37,084 06 i', '‘Total. 13.20,023.03 000 =-2.$7.297.16 1$.77.320.19', 'Signature : 02 Aug 2018 02/08/2018 11:25:57 02/08/2018 11:25:56 01/08/2018 16:52:01 01/08/2018 16:51:42']"
670,"['1 | Insulation Shet-FG-H-T2x33x25mm | 85469090 | 18% 424nos| 15.00) nos| | 6,360.00', '1 | Insulation Shet-FG-H-T2x33x25mm | 85469090 | 18% 424nos| 15.00) nos| | 6,360.00', 'Fata pa eB Taal | 4a a | —— 7,608.00']"
671,['Po No/Date :-PO/001216/18-19 07 Jul 2018 Gm Status: INSPECTION GRNNO/Date:GRN/002918/18-19 11/08/2018 PO-CATEGORY : GEN']
672,"['Chittoor(DT), Andhra Pradesh,india 517 129 ; a | Chittoor(OT), Andhra Pradesh, India 517 129 .', ""“ajep7ancaosipwr | 85423100] No's| 2000 | 1250 | 25000] o | 25000 | 18 | 4500 | 29500.00_|"", ""“ajep7ancaosipwr | 85423100] No's| 2000 | 1250 | 25000] o | 25000 | 18 | 4500 | 29500.00_|"", ""“ajep7ancaosipwr | 85423100] No's| 2000 | 1250 | 25000] o | 25000 | 18 | 4500 | 29500.00_|"", ""“ajep7ancaosipwr | 85423100] No's| 2000 | 1250 | 25000] o | 25000 | 18 | 4500 | 29500.00_|"", ""“ajep7ancaosipwr | 85423100] No's| 2000 | 1250 | 25000] o | 25000 | 18 | 4500 | 29500.00_|"", 'Total (INR) ve | [an] 9 | ate || ome | cee', '3 a | : Lak 5']"
673,"['Signature ; 21 Aug 2018 21/08/2018 12:12:25 21/08/2018 12:12:25 23/07/2018 15:13:01 23/07/2018 15:12:48', 'Inspection type: N=None S=Self Q=Spc/Sqe User _Id :- ESTRINCO] 7 Date - 2208/2018 JOfl .']"
